nearest neighbour time,nearest neighbour length,lin-kernighan time,lin-kernighan length,brute force time,brute force length,branch & bound time,branch & bound length,dynamic programming time,dynamic programming length
0.04356,930.6,0.19086,930.2,,,,,,
0.042760000000000006,930.6,0.21618,930.2,,,,,,
0.042379999999999994,953.2,0.19490000000000002,952.8,,,,,,
0.04306,953.2,0.18998,952.8,,,,,,
0.04472,982.6,0.19086,982.2,,,,,,
0.051640000000000005,982.6,0.19194,982.2,,,,,,
0.048600000000000004,1017.0,0.19458000000000003,1016.6,,,,,,
0.04816000000000001,1017.0,0.19130000000000003,1016.6,,,,,,
0.04814,1051.4,0.19060000000000002,1051.0,,,,,,
0.05106,1051.4,0.19492,1051.0,,,,,,
0.058399999999999994,1078.4,0.17800000000000002,1078.4,,,,,,
0.05702,1078.4,0.17884000000000003,1078.4,,,,,,
0.06012000000000001,1111.6,0.17618,1111.6,,,,,,
0.05802,1111.6,0.17452,1111.6,,,,,,
0.058440000000000006,1136.8,0.17676,1136.8,,,,,,
0.061939999999999995,1136.8,0.17708000000000002,1136.8,,,,,,
0.06373999999999999,1164.2,0.17508,1164.2,,,,,,
0.060320000000000006,1164.2,0.1776,1164.2,,,,,,
0.06268,1188.6,0.17782000000000003,1188.6,,,,,,
0.06484000000000001,1188.6,0.17796,1188.6,,,,,,
0.0688,1223.2,0.17692,1223.2,,,,,,
0.06685999999999999,1223.2,0.17648000000000003,1223.2,,,,,,
0.06736,1257.8,0.17980000000000002,1257.8,,,,,,
0.08528,1257.8,0.17898,1257.8,,,,,,
0.07334,1278.2,0.17582,1278.2,,,,,,
0.07112000000000002,1278.2,0.18344000000000002,1278.2,,,,,,
0.07074,1307.0,0.17938,1307.0,,,,,,
0.07644000000000001,1307.0,0.17808000000000002,1307.0,,,,,,
0.07428,1327.8,0.17644,1327.8,,,,,,
0.07800000000000001,1327.8,0.17724,1327.8,,,,,,
0.07886000000000001,1357.8,0.1771,1357.8,,,,,,
0.08456000000000001,1357.8,0.17662,1357.8,,,,,,
0.0803,1386.4,0.18194000000000002,1386.4,,,,,,
0.08082,1386.4,0.17884000000000003,1386.4,,,,,,
0.07706000000000002,1408.8,0.17818,1408.8,,,,,,
0.08222000000000002,1408.8,0.1825,1408.8,,,,,,
0.08468,1435.6,0.18134000000000003,1435.6,,,,,,
0.08574,1435.6,0.19488,1435.6,,,,,,
0.08488,1469.8,0.22730000000000003,1469.8,,,,,,
0.08784000000000002,1469.8,0.1771,1469.8,,,,,,
0.08802,1506.8,0.17954,1506.8,,,,,,
0.08478,1506.8,0.1871,1506.8,,,,,,
0.08672,1531.0,0.17732,1531.0,,,,,,
0.11080000000000001,1531.0,0.17878000000000002,1531.0,,,,,,
0.09332000000000001,1560.2,0.18126,1560.2,,,,,,
0.0949,1560.2,0.17906,1560.2,,,,,,
